filename	name	ner	type
גשם דשא.txt	גוטל בוטל	השטחים	LOC
גשם דשא.txt	גוטל בוטל	דואט	LOC
גשם דשא.txt	גוטל בוטל	טול כרם	LOC
גשם דשא.txt	גוטל בוטל	ג'נין	LOC
אושר.txt	גולן אברהם	בשפתיה	LOC
תביני ילדונת.txt	גולן אברהם	הר	LOC
תביני ילדונת.txt	גולן אברהם	הר	LOC
בחום הלב חברון.txt	גולן ואך	חברון	LOC
בחום הלב חברון.txt	גולן ואך	ירושלים	LOC
בחום הלב חברון.txt	גולן ואך	בית לחם	LOC
בחום הלב חברון.txt	גולן ואך	חברון	LOC
אל הבית.txt	גונבי האופניים	כיוון	LOC
מחליק ונעלם.txt	גונבי האופניים	הערבה	LOC
חשבתי להתבטל.txt	גוסטו	ח	LOC
חשבתי להתבטל.txt	גוסטו	אלי נרייאח'	LOC
חשבתי להתבטל.txt	גוסטו	ח	LOC
חשבתי להתבטל.txt	גוסטו	אלי נרייאח'	LOC
חשבתי להתבטל.txt	גוסטו	ח	LOC
חשבתי להתבטל.txt	גוסטו	אלי נרייאח'	LOC
לוליטה.txt	גוסטו	טמון	LOC
לוליטה.txt	גוסטו	י	LOC
לוליטה.txt	גוסטו	י ה לי...	LOC
לוליטה.txt	גוסטו	י	LOC
לוליטה.txt	גוסטו	י ה לי...	LOC
לוליטה.txt	גוסטו	נשבר שעות סטודיו	LOC
לוליטה.txt	גוסטו	י	LOC
לוליטה.txt	גוסטו	י ה לי...	LOC
מי אני.txt	גוסטו	גאון	LOC
מי אני.txt	גוסטו	כיוון	LOC
מי אני.txt	גוסטו	כיוון	LOC
מתבלבל.txt	גוסטו	תקוע	LOC
מתבלבל.txt	גוסטו	דומע רחוב המבוכים	LOC
עלה מזלי.txt	גוסטו	מוצא	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
עלה מזלי.txt	גוסטו	עלה	LOC
קורע ונוסע.txt	גוסטו	מזל	LOC
אה או.txt	גזוז	חשבנו שיר מולדת	LOC
אמא ודני.txt	גזוז	אדום	LOC
גוביינא.txt	גזוז	טילפנתי אמריקה	LOC
גוביינא.txt	גזוז	לכאן	LOC
גוביינא.txt	גזוז	גוביינא	LOC
גוביינא.txt	גזוז	, פנמה	LOC
גוביינא.txt	גזוז	קנדה	LOC
גוביינא.txt	גזוז	ספרד	LOC
האגדה על בילי בוי.txt	גזוז	פוקר	LOC
היא התישבה ליד פסנתר.txt	גזוז	לפטיפון	LOC
היא לא תדע.txt	גזוז	עדן	LOC
חללית.txt	גזוז	ירדן	LOC
חללית.txt	גזוז	הביתה	LOC
כחול ים תיכון.txt	גזוז	קרים	LOC
לב דפוק.txt	גזוז	בכלל	LOC
לכבוד הקיץ.txt	גזוז	מסביב	LOC
לכבוד הקיץ.txt	גזוז	לאחור	LOC
לכבוד הקיץ.txt	גזוז	גולן	LOC
סוף הרשימה.txt	גזוז	לאט	LOC
ערב טוב.txt	גזוז	ירושלים	LOC
ציפי פרימו.txt	גזוז	חולון	LOC
ציפי פרימו.txt	גזוז	קליפורניה	LOC
ציפי פרימו.txt	גזוז	חורון	LOC
ציפי פרימו.txt	גזוז	חולון	LOC
ציפי פרימו.txt	גזוז	, צומת פה צומת שם	LOC
קפה בתחתית.txt	גזוז	,	LOC
רוני.txt	גזוז	כיוון	LOC
רק עם אופנוע.txt	גזוז	אל	LOC
תה עושה סחרחורת.txt	גזוז	בשמיים	LOC
תה עושה סחרחורת.txt	גזוז	כיוון	LOC
תה עושה סחרחורת.txt	גזוז	אחיה	LOC
תקלה מהתחלה.txt	גזוז	תל אביב	LOC
תקלה מהתחלה.txt	גזוז	שמונה	LOC
קה בוניטה.txt	גיא הררי	כיוון	LOC
צליל קולה.txt	גיא זוארץ	בת ים	LOC
צליל קולה.txt	גיא זוארץ	בת ים	LOC
שומעים את צעדיך.txt	גיא זוארץ	הרחוב	LOC
מסע הדמים.txt	גיא טל	ישראל	LOC
אם.txt	גיא לוי	אפק	LOC
בוקר טוב.txt	גיא לוי	פרי	LOC
בוקר טוב.txt	גיא לוי	כדור הארץ	LOC
בוקר טוב.txt	גיא לוי	אל	LOC
בחצי גרוש שרוכי נעליים.txt	גיא לוי	לתקוע	LOC
בחצי גרוש שרוכי נעליים.txt	גיא לוי	לתקוע	LOC
בחצי גרוש שרוכי נעליים.txt	גיא לוי	יירב	LOC
בחצי גרוש שרוכי נעליים.txt	גיא לוי	לתקוע	LOC
זה עובר.txt	גיא לוי	הַכִּיסּוּס	LOC
זה עובר.txt	גיא לוי	וּשְׁתֵה	LOC
כנרת.txt	גיא לוי	מאז	LOC
כנרת.txt	גיא לוי	חלב	LOC
כנרת.txt	גיא לוי	,	LOC
כנרת.txt	גיא לוי	כנרת	LOC
כנרת.txt	גיא לוי	כנרת	LOC
כנרת.txt	גיא לוי	כנרת	LOC
נגד !.txt	גיא לוי	שכם	LOC
נגד !.txt	גיא לוי	פרבר	LOC
נשבעתי לחזור אליך.txt	גיא לוי	עוד	LOC
נשבעתי לחזור אליך.txt	גיא לוי	בהקיץ	LOC
שיר אל שנכלא.txt	גיא לוי	רעים	LOC
איחורים.txt	גיא מר	זין	LOC
אין לי מה להתלונן.txt	גיא מר	שומע אירן	LOC
המבקר הלאומי.txt	גיא מר	מזרח התיכון	LOC
זה לא ברוקלין.txt	גיא מר	רחוב שיער ג'ל	LOC
זה לא ברוקלין.txt	גיא מר	יהודה מורגוזה	LOC
זה לא ברוקלין.txt	גיא מר	בת ים יפו	LOC
זה לא ברוקלין.txt	גיא מר	ברוקלין	LOC
זה לא ברוקלין.txt	גיא מר	ת'מתחצף	LOC
זה לא ברוקלין.txt	גיא מר	ברוקלין	LOC
זה לא ברוקלין.txt	גיא מר	ברוקלין	LOC
מחסן חירום.txt	גיא מר	האוניברסל	LOC
סוף הסיפור.txt	גיא מר	ה ג'יף	LOC
סוף הסיפור.txt	גיא מר	באיביזה	LOC
סוף הסיפור.txt	גיא מר	קייב	LOC
סוף הסיפור.txt	גיא מר	ירושלים	LOC
פצצה חכמה.txt	גיא מר	יוון	LOC
פצצה חכמה.txt	גיא מר	קדימה	LOC
כמעט עשרים ואחת.txt	גיא שגיא	תשדף	LOC
כמעט עשרים ואחת.txt	גיא שגיא	תשדף	LOC
כמעט עשרים ואחת.txt	גיא שגיא	תשדף	LOC
אין לי כסף.txt	גידי גוב	תקוע	LOC
אין עוד יום.txt	גידי גוב	טירה	LOC
אנ'לא יודע איך לומר לך.txt	גידי גוב	אן	LOC
אצל אחת הטלתי עוגן.txt	גידי גוב	מדוע	LOC
אצל אחת הטלתי עוגן.txt	גידי גוב	פרוסטטה	LOC
ארץ אגדה.txt	גידי גוב	מגדל	LOC
את אני והדייג הויקינגי.txt	גידי גוב	בכלל	LOC
את אני והדייג הויקינגי.txt	גידי גוב	יותר	LOC
בגלל הרוח.txt	גידי גוב	גבי	LOC
בלעדייך.txt	גידי גוב	מכאן	LOC
בלעדייך.txt	גידי גוב	תמיד	LOC
בקצה ההר.txt	גידי גוב	עד	LOC
בקצה ההר.txt	גידי גוב	עד	LOC
בשדה ירוק.txt	גידי גוב	שדה	LOC
בשדה ירוק.txt	גידי גוב	שדה	LOC
בשדה ירוק.txt	גידי גוב	שדה	LOC
ג'יגולו.txt	גידי גוב	אחד	LOC
ג'יגולו.txt	גידי גוב	פה	LOC
ג'יגולו.txt	גידי גוב	אחד	LOC
ג'יגולו.txt	גידי גוב	פה	LOC
ג'יגולו.txt	גידי גוב	פה	LOC
דרך ארץ.txt	גידי גוב	תקוע	LOC
דרך ארץ.txt	גידי גוב	י	LOC
האהבה שלי היא לא האהבה שלו.txt	גידי גוב	בצרה	LOC
האהבה שלי היא לא האהבה שלו.txt	גידי גוב	אדום	LOC
הו מה יהיה.txt	גידי גוב	ליבי	LOC
הו מה יהיה.txt	גידי גוב	אושר	LOC
הו מה יהיה.txt	גידי גוב	ליבי	LOC
הו מה יהיה.txt	גידי גוב	אושר	LOC
הו מה יהיה.txt	גידי גוב	ליבי	LOC
הו מה יהיה.txt	גידי גוב	אושר	LOC
זמר לספינה.txt	גידי גוב	יכלאני	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
חזק חזק.txt	גידי גוב	חזק	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
יו יה.txt	גידי גוב	יה	LOC
ילד מזדקן.txt	גידי גוב	תל אביב	LOC
יעלה ויבוא.txt	גידי גוב	הר נבו	LOC
יעלה ויבוא.txt	גידי גוב	הר תבור הברק אשר	LOC
יש ימים.txt	גידי גוב	אלי	LOC
יש ימים.txt	גידי גוב	אלי	LOC
כאילו לא.txt	גידי גוב	לסרוגין	LOC
ככה היא באמצע.txt	גידי גוב	שביט	LOC
ככה זה.txt	גידי גוב	ניתגבר	LOC
כל שושנה.txt	גידי גוב	שושנה	LOC
כלים שלובים.txt	גידי גוב	כמעט	LOC
כלים שלובים.txt	גידי גוב	קצת	LOC
כלים שלובים.txt	גידי גוב	כמעט	LOC
כלים שלובים.txt	גידי גוב	קצת	LOC
לוליטה.txt	גידי גוב	הרימי	LOC
לוקח ת'זמן.txt	גידי גוב	ירושלים	LOC
לידיה הלוהטת.txt	גידי גוב	אדום	LOC
לידיה הלוהטת.txt	גידי גוב	סוסיתא כרמל	LOC
לידיה הלוהטת.txt	גידי גוב	קוף	LOC
למה ליבך כמו קרח.txt	גידי גוב	הולך הרחוב	LOC
מה מי מו.txt	גידי גוב	הרחוב	LOC
נובמבר.txt	גידי גוב	"ת.."""	LOC
נמה יפו.txt	גידי גוב	נמה יפו	LOC
נמה יפו.txt	גידי גוב	יפו	LOC
נמה יפו.txt	גידי גוב	יפו	LOC
סוס עץ.txt	גידי גוב	מקרוב	LOC
סוס עץ.txt	גידי גוב	כן	LOC
סוס עץ.txt	גידי גוב	כן	LOC
סוס עץ.txt	גידי גוב	כן	LOC
עד הבוקר.txt	גידי גוב	ל	LOC
עדן.txt	גידי גוב	לוד	LOC
עדן.txt	גידי גוב	עדן	LOC
עם כל החברה.txt	גידי גוב	כן	LOC
עם כל החברה.txt	גידי גוב	כן	LOC
עם כל החברה.txt	גידי גוב	כן	LOC
קטנה אחת.txt	גידי גוב	חלב	LOC
רגע לא פשוט.txt	גידי גוב	נכון	LOC
שיר אחד שמח.txt	גידי גוב	ששון	LOC
שיר הטמבל.txt	גידי גוב	השכם	LOC
שירו של מקס.txt	גידי גוב	פריז	LOC
שירו של מקס.txt	גידי גוב	ברלין	LOC
שירו של מקס.txt	גידי גוב	צרפת	LOC
שירו של מקס.txt	גידי גוב	ספרד	LOC
שירו של מקס.txt	גידי גוב	, צרפת	LOC
שירו של מקס.txt	גידי גוב	ספרד	LOC
שירו של מקס.txt	גידי גוב	, צרפת	LOC
שירו של מקס.txt	גידי גוב	ספרד	LOC
שירו של מקס.txt	גידי גוב	, צרפת	LOC
שירו של מקס.txt	גידי גוב	גבעתיים	LOC
שלל שרב.txt	גידי גוב	במקרה	LOC
תנו לגדול בשקט.txt	גידי גוב	מצרים	LOC
איש מביט בבנו.txt	גידי קורן	אל	LOC
למה את עוזבת.txt	גידי שמור	נכון	LOC
הבו עז לתיש.txt	גיורא פיידמן	, נשר	LOC
תנו לגדול בשקט.txt	גיים בויז	הכפר	LOC
תנו לגדול בשקט.txt	גיים בויז	מזרח התיכון	LOC
תנו לגדול בשקט.txt	גיים בויז	מטולה עד אילת	LOC
תנו לגדול בשקט.txt	גיים בויז	הכפר	LOC
ליגת העל.txt	גיל בקנשטיין	תל אביב	LOC
ליגת העל.txt	גיל בקנשטיין	בניחותא	LOC
ליגת העל.txt	גיל בקנשטיין	אירופה	LOC
ליגת העל.txt	גיל בקנשטיין	ברזיל	LOC
שובי אלי.txt	גיל מגור	שוב	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	בחוץ'	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	ארץ ישראל	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	ארץ ישראל	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
בהאחזות הנחל בסיני.txt	גיל נגר	סיני	LOC
הקולות של פיראוס.txt	גיל נגר	הים התיכון	LOC
הקולות של פיראוס.txt	גיל נגר	חיפה	LOC
הקולות של פיראוס.txt	גיל נגר	יוון	LOC
הקולות של פיראוס.txt	גיל נגר	הפתוח	LOC
הקולות של פיראוס.txt	גיל נגר	חיפה	LOC
הקולות של פיראוס.txt	גיל נגר	יוון	LOC
חלון לים התיכון.txt	גיל נגר	הגעתי יפו	LOC
קול.txt	גיל ססובר	מניף ת'יד	LOC
טל יעסיס.txt	גיל עקיביוב	אל יהי	LOC
איך עושים מליונים.txt	גיל קופטש	י	LOC
אני מניאק.txt	גיל קופטש	RTL	LOC
אני מניאק.txt	גיל קופטש	כן	LOC
אני מניאק.txt	גיל קופטש	עד טורקיה	LOC
אני מניאק.txt	גיל קופטש	טורקיה	LOC
אני מניאק.txt	גיל קופטש	ישראל	LOC
אני מניאק.txt	גיל קופטש	אמריקה	LOC
אני מניאק.txt	גיל קופטש	אירופה	LOC
אני מניאק.txt	גיל קופטש	אסיה	LOC
עד ספטמבר.txt	גילה אדרי	אביב...	LOC
עד ספטמבר.txt	גילה אדרי	עד	LOC
עד ספטמבר.txt	גילה אדרי	עד	LOC
עד ספטמבר.txt	גילה אדרי	לכאן	LOC
עד ספטמבר.txt	גילה אדרי	עד	LOC
פאף דרקון הפלא.txt	גילה אדרי	דרקון	LOC
וידוי.txt	גילה אלמגור	מעילון	LOC
וידוי.txt	גילה אלמגור	מעילון	LOC
פריס 1942.txt	גילה אלמגור	קאן קאן	LOC
פריס 1942.txt	גילה אלמגור	בבולבאר	LOC
פריס 1942.txt	גילה אלמגור	בבולבאר	LOC
רבי יהודה הלוי.txt	גילה בשארי	טודלה	LOC
רבי יהודה הלוי.txt	גילה בשארי	אלכסנדריה	LOC
רבי יהודה הלוי.txt	גילה בשארי	קפנדריה	LOC
רבי יהודה הלוי.txt	גילה בשארי	קהיר	LOC
רבי יהודה הלוי.txt	גילה בשארי	קהיר	LOC
רבי יהודה הלוי.txt	גילה בשארי	ירושלים	LOC
תפילה.txt	גילה בשארי	ה	LOC
מז'ור מינור.txt	גילה חסיד	'	LOC
נינה.txt	גילה חסיד	תל אביב	LOC
נינה.txt	גילה חסיד	תל אביב	LOC
סנונית.txt	גילה חסיד	אל	LOC
סנונית.txt	גילה חסיד	עלי	LOC
My love for your love.txt	גילה שרון	###NUMBER###	LOC
My love is your love.txt	גילה שרון	###NUMBER###	LOC
אלי קרב.txt	גילו כהן	ירושלים שום	LOC
אלי קרב.txt	גילו כהן	תמיד	LOC
ארץ לא זרועה.txt	גילו כהן	נִמְהָל	LOC
באר תחתית.txt	גילו כהן	באר שבע	LOC
באר תחתית.txt	גילו כהן	באר שבע	LOC
ברוכים הבאים.txt	גילו כהן	גאון	LOC
גאולה.txt	גילו כהן	הנגב	LOC
כוכב.txt	גילו כהן	טמון	LOC
שלג.txt	גילו כהן	כְּמו	LOC
מתבונן.txt	גילי שושן	עזה	LOC
מתבונן.txt	גילי שושן	מתוקה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
רציתי לצאת גבר.txt	גילי שושן	אניה	LOC
אור סובב.txt	גיתית שובל	רכסים	LOC
אליעזר והגזר.txt	גיתית שובל	גזר	LOC
אליעזר והגזר.txt	גיתית שובל	משך הגזר	LOC
אליעזר והגזר.txt	גיתית שובל	עזר	LOC
אליעזר והגזר.txt	גיתית שובל	עזר	LOC
אליעזר והגזר.txt	גיתית שובל	עזר	LOC
אליעזר והגזר.txt	גיתית שובל	עזר	LOC
אליעזר והגזר.txt	גיתית שובל	השכם	LOC
אליעזר והגזר.txt	גיתית שובל	עזר	LOC
אם אשכחך ירושלים.txt	גיתית שובל	ירושלים	LOC
אם אשכחך ירושלים.txt	גיתית שובל	ירושלים	LOC
אם אשכחך ירושלים.txt	גיתית שובל	ירושלים	LOC
אם אשכחך ירושלים.txt	גיתית שובל	אדום	LOC
אם אשכחך ירושלים.txt	גיתית שובל	ירושלים	LOC
אם אשכחך ירושלים.txt	גיתית שובל	ירושלים	LOC
אנו נושאים לפידים.txt	גיתית שובל	רַגְלֵינו	LOC
אנו נושאים לפידים.txt	גיתית שובל	ָצָאנו	LOC
אנו נושאים לפידים.txt	גיתית שובל	ָצָאנו	LOC
אנו נושאים לפידים.txt	גיתית שובל	דָּם	LOC
אנשים יפים.txt	גיתית שובל	פייל	LOC
אנשים יפים.txt	גיתית שובל	אחד	LOC
בכרם תימן.txt	גיתית שובל	תימן	LOC
בכרם תימן.txt	גיתית שובל	שבת	LOC
בכרם תימן.txt	גיתית שובל	,	LOC
בכרם תימן.txt	גיתית שובל	,	LOC
בכרם תימן.txt	גיתית שובל	,	LOC
בכרם תימן.txt	גיתית שובל	תימן	LOC
בכרם תימן.txt	גיתית שובל	, תמר	LOC
בלי להשאיר עקבות.txt	גיתית שובל	אושר	LOC
הדרדסים.txt	גיתית שובל	חי	LOC
היו לילות.txt	גיתית שובל	כינרת	LOC
היו לילות.txt	גיתית שובל	כינרת	LOC
הנביא.txt	גיתית שובל	כדים	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
ירושלים של זהב.txt	גיתית שובל	הר הבית	LOC
ירושלים של זהב.txt	גיתית שובל	יריחו	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
ירושלים של זהב.txt	גיתית שובל	קורא הר הבית	LOC
ירושלים של זהב.txt	גיתית שובל	יריחו	LOC
ירושלים של זהב.txt	גיתית שובל	ירושלים	LOC
לילה לילה.txt	גיתית שובל	זמר	LOC
מה אומרות עינייך.txt	גיתית שובל	עד	LOC
מה אומרות עינייך.txt	גיתית שובל	עד	LOC
משחק פורים.txt	גיתית שובל	ארכיב רחוב העיר	LOC
עכשיו כבר כן.txt	גיתית שובל	עכשיו	LOC
עכשיו כבר כן.txt	גיתית שובל	עכשיו	LOC
על גבעות שיך אברק.txt	גיתית שובל	י יהוד	LOC
קרוב למלאכים.txt	גיתית שובל	ירושלים	LOC
קרוב למלאכים.txt	גיתית שובל	רחוב יורד	LOC
שירת החליל.txt	גיתית שובל	אל	LOC
שערים לבוא.txt	גיתית שובל	ירושלים	LOC
שערים לבוא.txt	גיתית שובל	ירושלים	LOC
מכונת המלחמה.txt	גל דאי	חיפה	LOC
מכונת המלחמה.txt	גל דאי	ישראל	LOC
מכונת המלחמה.txt	גל דאי	ארץ ציון	LOC
מכונת המלחמה.txt	גל דאי	ירושלים	LOC
לואיזיאנה.txt	גל דה פז	כן	LOC
לואיזיאנה.txt	גל דה פז	מטולה	LOC
לואיזיאנה.txt	גל דה פז	נולדתי המזרח התיכון	LOC
קובי שלי.txt	גל דה פז	תל אביב	LOC
קובי שלי.txt	גל דה פז	אילת	LOC
תחתית הבקבוק.txt	גל דה פז	האדום אדום	LOC
תחתית הבקבוק.txt	גל דה פז	האדום אדום	LOC
מה זאת אהבה.txt	גל זוילי	בכלל	LOC
מה זאת אהבה.txt	גל זוילי	עקבה	LOC
הדרך עד אליה.txt	גל חייק	עד	LOC
הדרך עד אליה.txt	גל חייק	עד	LOC
דז'ה וו.txt	גל טמיר	הכפר	LOC
דז'ה וו.txt	גל טמיר	אשמורת	LOC
זה לא יגמר.txt	גל לב	אן	LOC
מסתובב סביב עצמי.txt	גל לב	באמת	LOC
מציאות מעייפת.txt	גל לב	לצערי	LOC
מציאות מעייפת.txt	גל לב	רוצה	LOC
נוסע לצפון.txt	גל מליקין	נאון	LOC
נוסע לצפון.txt	גל מליקין	כביש החוף	LOC
בכל אדם.txt	גל ניסמן	אדם	LOC
בכל אדם.txt	גל ניסמן	אדם	LOC
בכל אדם.txt	גל ניסמן	אדם	LOC
המציאות שבה חיים.txt	גל ניסמן	כיוון	LOC
המציאות שבה חיים.txt	גל ניסמן	כיוון	LOC
אין גבולות לאהבה.txt	גל סבן	קצת	LOC
חזור.txt	גל סינואני	ישראל	LOC
יגוני.txt	גל סינואני	אמי	LOC
יגוני.txt	גל סינואני	אמי	LOC
שדה של שושנים.txt	גל סינואני	חיים	LOC
מרחקים גדולים.txt	גלי מלמד	תל אביב	LOC
מרחקים גדולים.txt	גלי מלמד	עתק	LOC
מרחקים גדולים.txt	גלי מלמד	רומא	LOC
מרחקים גדולים.txt	גלי מלמד	פריז	LOC
אגדה.txt	גלי עטרי	שתי ערב תכלת	LOC
אולי זה ככה.txt	גלי עטרי	- קדימה	LOC
אחרי כל השנים.txt	גלי עטרי	ה	LOC
אחת כמו כולם.txt	גלי עטרי	ירדו הרחוב	LOC
אי שם.txt	גלי עטרי	הים התיכון	LOC
אי שם.txt	גלי עטרי	הים התיכון	LOC
אל תשכח.txt	גלי עטרי	לך	LOC
אל תשכח.txt	גלי עטרי	לך	LOC
אסמרלדה.txt	גלי עטרי	ה אסמרלדה	LOC
אסמרלדה.txt	גלי עטרי	רקדה רחובות פריז	LOC
אסמרלדה.txt	גלי עטרי	ה אסמרלדה	LOC
אסמרלדה.txt	גלי עטרי	רקדה רחובות פריז	LOC
אסמרלדה.txt	גלי עטרי	אסמרלדה	LOC
אסמרלדה.txt	גלי עטרי	ומלמל	LOC
אסמרלדה.txt	גלי עטרי	אסמרלדה	LOC
בוא נשכח ונסלח.txt	גלי עטרי	דלת	LOC
ביום שאחרי.txt	גלי עטרי	הרבה	LOC
בירקון בפינה.txt	גלי עטרי	רחובות תל אביב	LOC
בירקון בפינה.txt	גלי עטרי	ירקון	LOC
בירקון בפינה.txt	גלי עטרי	ירקון	LOC
בירקון בפינה.txt	גלי עטרי	רחובות תל אביב	LOC
בירקון בפינה.txt	גלי עטרי	ירקון	LOC
בעקבותיו.txt	גלי עטרי	כיוון	LOC
בראשית.txt	גלי עטרי	עזר	LOC
בראשית.txt	גלי עטרי	שטחים שיר	LOC
בראשית.txt	גלי עטרי	חיים פרץ	LOC
דואט פרידה.txt	גלי עטרי	אחת	LOC
דואט פרידה.txt	גלי עטרי	אלף	LOC
דרך ארוכה.txt	גלי עטרי	ה	LOC
דרך ארוכה.txt	גלי עטרי	אל	LOC
דרך ארוכה.txt	גלי עטרי	יחדיו	LOC
חבק אותי לאט.txt	גלי עטרי	אל	LOC
טירוף במה.txt	גלי עטרי	אן	LOC
כמו עשב בניסן.txt	גלי עטרי	הרצועה	LOC
כשאת לא לידי.txt	גלי עטרי	קדר	LOC
לו ידעת.txt	גלי עטרי	צמאונו	LOC
מה זה שווה.txt	גלי עטרי	רחובות	LOC
מה שיהיה.txt	גלי עטרי	משה	LOC
מי שצועק.txt	גלי עטרי	מחוז ו	LOC
מקדש האהבה.txt	גלי עטרי	אל	LOC
מקדש האהבה.txt	גלי עטרי	אל	LOC
מקיץ אל החלום.txt	גלי עטרי	ממול	LOC
נפאל.txt	גלי עטרי	נפאל	LOC
נפאל.txt	גלי עטרי	נפאל	LOC
נפאל.txt	גלי עטרי	נפאל	LOC
נפאל.txt	גלי עטרי	נפאל	LOC
נפאל.txt	גלי עטרי	נפאל	LOC
עוף מוזר.txt	גלי עטרי	בקעה	LOC
עץ הרימון.txt	גלי עטרי	יריחו	LOC
עץ הרימון.txt	גלי עטרי	עד הירדן	LOC
ערמונים מהאש.txt	גלי עטרי	כן	LOC
פרח משוגע.txt	גלי עטרי	מקוללה	LOC
ריו דה ז'נרו.txt	גלי עטרי	בריו	LOC
ריו דה ז'נרו.txt	גלי עטרי	בריו	LOC
רק היום.txt	גלי עטרי	הרחוב	LOC
רק היום.txt	גלי עטרי	אדום	LOC
רק שיר געגועים.txt	גלי עטרי	פריז	LOC
שיר תמים.txt	גלי עטרי	כרמים	LOC
שיר תמים.txt	גלי עטרי	עד אלול	LOC
שמש אדומה.txt	גלי עטרי	עם	LOC
שמש אדומה.txt	גלי עטרי	אדום	LOC
שמש אדומה.txt	גלי עטרי	עד	LOC
תל אביב בחורף.txt	גלי עטרי	תל אביב	LOC
תל אביב בחורף.txt	גלי עטרי	תל אביב	LOC
בובה בבועה.txt	גליה ירון	הילינג אירופה הודו תאילנד פיליפינים	LOC
החולשה החדשה.txt	גליה ירון	כן	LOC
לא עובר בדלת.txt	גליה ירון	שדה	LOC
שחור לבן.txt	גליה ירון	אחת	LOC
בת יחידה.txt	גליה ישי	גבעתיים גבעתיים	LOC
בת יחידה.txt	גליה ישי	רמת גן	LOC
בת יחידה.txt	גליה ישי	אל אבא	LOC
אי מייל לארצי.txt	גליה צור	שוב	LOC
אי מייל לארצי.txt	גליה צור	מיקלדת	LOC
אי מייל לארצי.txt	גליה צור	אור	LOC
הצעקה.txt	גליה צור	אדום	LOC
הצעקה.txt	גליה צור	ת'גשר	LOC
הצעקה.txt	גליה צור	אדום	LOC
הצעקה.txt	גליה צור	אדום	LOC
הקשב לגשם השוטף.txt	גליה צור	מלמעלה	LOC
הקשב לגשם השוטף.txt	גליה צור	מלמעלה	LOC
אל תשליכני לעת זיקנה.txt	גליקריה	אל	LOC
אצלנו בכפר טודרא.txt	גליקריה	אצלנו כפר טודרא	LOC
אצלנו בכפר טודרא.txt	גליקריה	אצלנו כפר טודרא	LOC
אצלנו בכפר טודרא.txt	גליקריה	אצלנו כפר טודרא	LOC
אצלנו בכפר טודרא.txt	גליקריה	אצלנו כפר טודרא	LOC
אצלנו בכפר טודרא.txt	גליקריה	מא	LOC
אצלנו בכפר טודרא.txt	גליקריה	אצלנו כפר טודרא	LOC
בדד.txt	גליקריה	שכם	LOC
חלון לים התיכון.txt	גליקריה	הגעתי יפו	LOC
שבחי ירושלים.txt	גליקריה	ירושלים	LOC
ולהיפך.txt	גלית אטלס	בוהה הרחוב	LOC
אל תלך לי לאיבוד.txt	גלית בל	מחר	LOC
מה חשוב היום.txt	גלית גיאת	קדימה	LOC
תרקוד איתי.txt	גלית גיאת	לתקתק	LOC
העולם הוא כמו תפוח.txt	גלית דהן	עדן	LOC
תן.txt	גלית מיכאל	אפשר	LOC
לטעום את החיים.txt	גלית פינטו	קדימה	LOC
בגן המתרחש.txt	גלית פלורנץ	חלב	LOC
עד האור הבא.txt	גלעד אליהו	ירושלים	LOC
עד האור הבא.txt	גלעד אליהו	כיוון	LOC
בלילה בא המבשר.txt	גלעד הישג	ִי	LOC
